time	V(triangle)
1.596344665719101e-002	-8.784630e-001
1.596402490576581e-002	-8.807107e-001
1.596423799050508e-002	-8.808693e-001
1.596438998066863e-002	-8.808628e-001
1.596452489051640e-002	-8.809604e-001
1.596466856371979e-002	-8.809467e-001
1.596493203253812e-002	-8.806607e-001
1.596536610666477e-002	-8.791173e-001
1.596558495802921e-002	-8.778046e-001
1.596569520307877e-002	-8.774233e-001
1.596577507056293e-002	-8.772513e-001
1.596597112345490e-002	-8.764344e-001
1.596618245749446e-002	-8.755209e-001
1.596667105305803e-002	-8.734059e-001
1.596700000000000e-002	-8.718917e-001
1.596700196343459e-002	-8.714683e-001
1.596700589030378e-002	-8.706395e-001
1.596701374404214e-002	-8.691769e-001
1.596702686493921e-002	-8.673902e-001
1.596703904941112e-002	-8.664778e-001
1.596705039488482e-002	-8.661281e-001
1.596707691993468e-002	-8.655871e-001
1.596709806883290e-002	-8.652830e-001
1.596712096250066e-002	-8.652942e-001
1.596715350517528e-002	-8.656306e-001
1.596718494088028e-002	-8.659914e-001
1.596722409928020e-002	-8.663388e-001
1.596730241608006e-002	-8.666528e-001
1.596737901969626e-002	-8.665481e-001
1.596745575559924e-002	-8.661979e-001
1.596755481201660e-002	-8.657008e-001
1.596772637948084e-002	-8.649256e-001
1.627000000000000e-002	4.213017e-001
1.627002396849726e-002	4.240518e-001
1.627007190549180e-002	4.274189e-001
1.627009512703891e-002	4.279491e-001
1.627011223544817e-002	4.279458e-001
1.627013666828991e-002	4.279266e-001
1.627016353094283e-002	4.277236e-001
1.627019261516925e-002	4.273788e-001
1.627022735161317e-002	4.270574e-001
1.627026500356985e-002	4.268757e-001
1.627033533924452e-002	4.268801e-001
1.627047601059385e-002	4.274398e-001
1.627070142646582e-002	4.285593e-001
1.627093584832942e-002	4.295755e-001
1.627122271679164e-002	4.308462e-001
1.627153156930693e-002	4.322813e-001
1.627214927433753e-002	4.342705e-001
1.627237669610752e-002	4.342186e-001
1.627250219288527e-002	4.342943e-001
1.627258888760570e-002	4.344462e-001
1.627268793948788e-002	4.344379e-001
1.627280189331452e-002	4.343703e-001
1.627301563674336e-002	4.341403e-001
1.627324045458942e-002	4.333820e-001
1.627338170101318e-002	4.323977e-001
1.627346977030312e-002	4.318468e-001
1.627366244919643e-002	4.311171e-001
1.627379905391101e-002	4.305753e-001
1.627392322606183e-002	4.300581e-001
1.627412103533018e-002	4.292364e-001
1.627451665386687e-002	4.275113e-001
1.627500000000000e-002	4.253180e-001
1.627500257157935e-002	4.247739e-001
1.627500771473806e-002	4.237294e-001
1.627501800105548e-002	4.219363e-001
1.627502838034870e-002	4.207185e-001
1.627504445529348e-002	4.197768e-001
1.627505485492651e-002	4.194949e-001
1.627506841091036e-002	4.192252e-001
1.627508315557814e-002	4.189236e-001
1.627510344908173e-002	4.187091e-001
1.627512614798618e-002	4.187893e-001
1.627515120472219e-002	4.190621e-001
1.627518292012514e-002	4.194240e-001
1.627522544249309e-002	4.198099e-001
1.627529596539295e-002	4.201126e-001
1.627536964875911e-002	4.200317e-001
1.627544778067579e-002	4.196906e-001
1.627554731730892e-002	4.191916e-001
1.627570438382067e-002	4.184754e-001
1.658168750000203e-002	-8.835362e-001
1.658700000000000e-002	-9.061410e-001
1.658702532039617e-002	-9.089500e-001
1.658707596118850e-002	-9.123434e-001
1.658709930955633e-002	-9.128245e-001
1.658711691936646e-002	-9.127939e-001
1.658714171624032e-002	-9.127413e-001
1.658716977573959e-002	-9.125039e-001
1.658719963362343e-002	-9.121558e-001
1.658723772203943e-002	-9.118348e-001
1.658727742720627e-002	-9.116774e-001
1.658734468579475e-002	-9.117194e-001
1.658745818152949e-002	-9.121906e-001
1.658767170752231e-002	-9.132622e-001
1.658789381688570e-002	-9.142342e-001
1.658816013775700e-002	-9.154038e-001
1.658845011342533e-002	-9.167750e-001
1.658903006476199e-002	-9.190134e-001
1.658924336058831e-002	-9.191614e-001
1.658939310598675e-002	-9.191580e-001
1.658952336059475e-002	-9.192584e-001
1.658966287131753e-002	-9.192472e-001
1.658990588513798e-002	-9.190355e-001
1.659030155668856e-002	-9.177777e-001
1.659048731337955e-002	-9.165896e-001
1.659059116310264e-002	-9.161038e-001
1.659068055943271e-002	-9.158793e-001
1.659097454090627e-002	-9.146952e-001
1.659119875621807e-002	-9.137463e-001
1.659155156937640e-002	-9.122091e-001
1.659200000000000e-002	-9.100993e-001
1.659200247128078e-002	-9.095669e-001
1.659200741384235e-002	-9.085793e-001
1.659201729896548e-002	-9.069341e-001
1.659203158666144e-002	-9.053450e-001
1.659204649497025e-002	-9.045275e-001
1.659205750937820e-002	-9.042611e-001
1.659207258300295e-002	-9.039628e-001
1.659208826256403e-002	-9.036807e-001
1.659210993086973e-002	-9.035445e-001
1.659213345758882e-002	-9.036981e-001
1.659215930802783e-002	-9.039990e-001
1.659219113302759e-002	-9.043473e-001
1.659224850156329e-002	-9.047873e-001
1.659232613621970e-002	-9.049547e-001
1.659240599879790e-002	-9.047313e-001
1.659249712993467e-002	-9.042814e-001
1.659260251091076e-002	-9.037681e-001
1.659278869858356e-002	-9.029567e-001
1.662540335556689e-002	-7.641822e-001
1.689140342188424e-002	3.677000e-001
1.689500000000000e-002	3.829994e-001
1.689501704500707e-002	3.853528e-001
1.689505113502121e-002	3.884313e-001
1.689507768811657e-002	3.894044e-001
1.689509340726656e-002	3.895473e-001
1.689511711552154e-002	3.896792e-001
1.689514230078355e-002	3.896152e-001
1.689516804489123e-002	3.893265e-001
1.689519497695532e-002	3.890181e-001
1.689522708189387e-002	3.887693e-001
1.689529129177097e-002	3.885378e-001
1.689537033635032e-002	3.886434e-001
1.689546243151554e-002	3.890699e-001
1.689569814578466e-002	3.902410e-001
1.689594848748278e-002	3.913323e-001
1.689629391551974e-002	3.928833e-001
1.689664434714842e-002	3.946377e-001
1.689700312027380e-002	3.960054e-001
1.689717276684816e-002	3.960004e-001
1.689728165089266e-002	3.959517e-001
1.689738999677304e-002	3.960706e-001
1.689750197927818e-002	3.961191e-001
1.689770650624842e-002	3.960834e-001
1.689793192955549e-002	3.959234e-001
1.689823260661268e-002	3.950646e-001
1.689839512639837e-002	3.940198e-001
1.689849644639314e-002	3.934212e-001
1.689859716125651e-002	3.930504e-001
1.689869787611988e-002	3.926692e-001
1.689879859098325e-002	3.922777e-001
1.689889930584662e-002	3.918759e-001
1.689900002070999e-002	3.914637e-001
1.689910073557336e-002	3.910411e-001
1.689920145043673e-002	3.906082e-001
1.689955399163637e-002	3.890598e-001
1.690000000000000e-002	3.870187e-001
1.690000241549308e-002	3.864765e-001
1.690000724647925e-002	3.854743e-001
1.690001690845158e-002	3.838184e-001
1.690003108429924e-002	3.822148e-001
1.690004572870844e-002	3.814137e-001
1.690005638959267e-002	3.811614e-001
1.690007110001744e-002	3.808653e-001
1.690008638819987e-002	3.805678e-001
1.690010697002680e-002	3.804012e-001
1.690012965804574e-002	3.805248e-001
1.690015474090491e-002	3.808099e-001
1.690018584067936e-002	3.811583e-001
1.690023575858919e-002	3.815865e-001
1.690030554150045e-002	3.818307e-001
1.690037916816350e-002	3.817019e-001
1.690046024738816e-002	3.813305e-001
1.690056187985062e-002	3.808237e-001
1.690072412756041e-002	3.800943e-001
1.720646241868581e-002	-9.208749e-001
1.721200000000000e-002	-9.444339e-001
1.721202627749800e-002	-9.472852e-001
1.721207883249400e-002	-9.506946e-001
1.721210220348691e-002	-9.511411e-001
1.721212013219737e-002	-9.510920e-001
1.721214511430439e-002	-9.510186e-001
1.721217400282080e-002	-9.507592e-001
1.721220439132916e-002	-9.504111e-001
1.721224498197690e-002	-9.500932e-001
1.721228641294579e-002	-9.499547e-001
1.721235281551704e-002	-9.500278e-001
1.721245553164511e-002	-9.504730e-001
1.721266841449091e-002	-9.515433e-001
1.721288692984657e-002	-9.525006e-001
1.721315303663110e-002	-9.536685e-001
1.721343786308496e-002	-9.550179e-001
1.721400751599267e-002	-9.572839e-001
1.721421993819027e-002	-9.574769e-001
1.721438022025026e-002	-9.574606e-001
1.721453475904394e-002	-9.575486e-001
1.721469538635868e-002	-9.575250e-001
1.721501664098816e-002	-9.571583e-001
1.721532733384960e-002	-9.559684e-001
1.721556669633909e-002	-9.545183e-001
1.721568042839709e-002	-9.540952e-001
1.721577301008960e-002	-9.538497e-001
1.721599407628017e-002	-9.529204e-001
1.721623396226851e-002	-9.518911e-001
1.721662965058592e-002	-9.501573e-001
1.721700000000000e-002	-9.484102e-001
1.721700216851050e-002	-9.479506e-001
1.721700650553151e-002	-9.470732e-001
1.721701517957353e-002	-9.455478e-001
1.721702807708711e-002	-9.439265e-001
1.721704196541881e-002	-9.429845e-001
1.721705322119323e-002	-9.426522e-001
1.721706651635352e-002	-9.423860e-001
1.721708130616498e-002	-9.420878e-001
1.721710211984502e-002	-9.418523e-001
1.721712549824455e-002	-9.419174e-001
1.721715219661987e-002	-9.422055e-001
1.721718515835743e-002	-9.425850e-001
1.721722541554126e-002	-9.429396e-001
1.721730592990893e-002	-9.432511e-001
1.721737852141052e-002	-9.431457e-001
1.721745786846077e-002	-9.427796e-001
1.721755749697911e-002	-9.422801e-001
1.721772432099598e-002	-9.415274e-001
1.751500000000000e-002	3.234317e-001
1.752000000000000e-002	3.447055e-001
1.752002395144722e-002	3.474536e-001
1.752007185434168e-002	3.508221e-001
1.752009521610224e-002	3.513567e-001
1.752011233958242e-002	3.513530e-001
1.752013687355232e-002	3.513324e-001
1.752016372875700e-002	3.511289e-001
1.752019283765851e-002	3.507837e-001
1.752022754517607e-002	3.504630e-001
1.752026519827966e-002	3.502819e-001
1.752033535398093e-002	3.502866e-001
1.752047566538349e-002	3.508450e-001
1.752070071179553e-002	3.519629e-001
1.752093506007628e-002	3.529790e-001
1.752122155685875e-002	3.542477e-001
1.752153014616906e-002	3.556823e-001
1.752214732478969e-002	3.576775e-001
1.752237329166907e-002	3.576273e-001
1.752249863747236e-002	3.577003e-001
1.752258546229861e-002	3.578519e-001
1.752268462119147e-002	3.578450e-001
1.752279948089647e-002	3.577779e-001
1.752301427035576e-002	3.575489e-001
1.752324003338501e-002	3.567902e-001
1.752338196906991e-002	3.558028e-001
1.752347033998031e-002	3.552509e-001
1.752366368128435e-002	3.545193e-001
1.752380087890831e-002	3.539747e-001
1.752392539404928e-002	3.534561e-001
1.752412285956372e-002	3.526358e-001
1.752451779059258e-002	3.509134e-001
1.752500000000000e-002	3.487248e-001
1.752500256719047e-002	3.481815e-001
1.752500770157141e-002	3.471386e-001
1.752501797033330e-002	3.453476e-001
1.752502834979454e-002	3.441282e-001
1.752504440780005e-002	3.431852e-001
1.752505480854892e-002	3.429028e-001
1.752506834987919e-002	3.426334e-001
1.752508308709550e-002	3.423317e-001
1.752510337644999e-002	3.421162e-001
1.752512607706835e-002	3.421956e-001
1.752515114214281e-002	3.424683e-001
1.752518287995949e-002	3.428305e-001
1.752522527959969e-002	3.432156e-001
1.752529584784361e-002	3.435192e-001
1.752536953380390e-002	3.434390e-001
1.752544764115697e-002	3.430983e-001
1.752554716903929e-002	3.425992e-001
1.752570409072916e-002	3.418835e-001
1.783168750000203e-002	-9.601293e-001
1.783700000000000e-002	-9.827341e-001
1.783702532073432e-002	-9.855431e-001
1.783707596220296e-002	-9.889365e-001
1.783709931088536e-002	-9.894176e-001
1.783711692101923e-002	-9.893870e-001
1.783714171824938e-002	-9.893343e-001
1.783716977912028e-002	-9.890969e-001
1.783719963796639e-002	-9.887488e-001
1.783723772928562e-002	-9.884279e-001
1.783727743650060e-002	-9.882704e-001
1.783734469478752e-002	-9.883125e-001
1.783745817334097e-002	-9.887835e-001
1.783767169477488e-002	-9.898553e-001
1.783789379683618e-002	-9.908272e-001
1.783816010818531e-002	-9.919968e-001
1.783845007425067e-002	-9.933679e-001
1.783903000638139e-002	-9.956064e-001
1.783924329918409e-002	-9.957545e-001
1.783939306890175e-002	-9.957511e-001
1.783952337321196e-002	-9.958515e-001
1.783966292857753e-002	-9.958402e-001
1.783990614995097e-002	-9.956279e-001
1.784030219236395e-002	-9.943670e-001
1.784048832920780e-002	-9.931769e-001
1.784059223498629e-002	-9.926924e-001
1.784068152445225e-002	-9.924688e-001
1.784097528551075e-002	-9.912852e-001
1.784119928381681e-002	-9.903371e-001
1.784155200338789e-002	-9.888396e-001
1.784169376803611e-002	-9.882098e-001
1.784189454002114e-002	-9.872543e-001
1.784200000000000e-002	-9.867365e-001
1.784200122531669e-002	-9.864810e-001
1.784200367595008e-002	-9.859606e-001
1.784200857721684e-002	-9.849570e-001
1.784201638522222e-002	-9.836159e-001
1.784203018312528e-002	-9.820212e-001
1.784204421804663e-002	-9.811972e-001
1.784205495797242e-002	-9.809235e-001
1.784206923996092e-002	-9.806311e-001
1.784208426306776e-002	-9.803275e-001
1.784210474680251e-002	-9.801304e-001
1.784212751228621e-002	-9.802285e-001
1.784215267233437e-002	-9.805083e-001
1.784218427925220e-002	-9.808684e-001
1.784222914673595e-002	-9.812716e-001
1.784229781633276e-002	-9.815539e-001
1.784237031356149e-002	-9.814621e-001
1.784245381520738e-002	-9.810932e-001
1.784255163098270e-002	-9.806044e-001
1.784271048853805e-002	-9.798834e-001
1.814183220989652e-002	2.929315e-001
1.814500000000000e-002	3.064128e-001
1.814501495423069e-002	3.086064e-001
1.814504486269208e-002	3.114912e-001
1.814507632838315e-002	3.127576e-001
1.814509231316106e-002	3.129447e-001
1.814511657336199e-002	3.131006e-001
1.814513971827632e-002	3.130549e-001
1.814516512370568e-002	3.127641e-001
1.814519059784472e-002	3.124638e-001
1.814522137992791e-002	3.122128e-001
1.814528294409427e-002	3.119427e-001
1.814535086457578e-002	3.119818e-001
1.814544288537136e-002	3.123775e-001
1.814566548907541e-002	3.134998e-001
1.814588948458754e-002	3.144839e-001
1.814617091505835e-002	3.157219e-001
1.814647470099538e-002	3.171456e-001
1.814708227286942e-002	3.193302e-001
1.814729953236225e-002	3.193866e-001
1.814743430613251e-002	3.194158e-001
1.814753547322475e-002	3.195401e-001
1.814764816247014e-002	3.195387e-001
1.814779163410992e-002	3.194684e-001
1.814800739101887e-002	3.192620e-001
1.814823831161704e-002	3.184983e-001
1.814838321555787e-002	3.175002e-001
1.814847403546389e-002	3.169374e-001
1.814867644791880e-002	3.161760e-001
1.814894468953109e-002	3.150809e-001
1.814913405612403e-002	3.142942e-001
1.814951278930991e-002	3.126409e-001
1.815000000000000e-002	3.104214e-001
1.815000259129255e-002	3.098748e-001
1.815000777387764e-002	3.088264e-001
1.815001813904781e-002	3.070292e-001
1.815002857364384e-002	3.058144e-001
1.815004471118528e-002	3.048798e-001
1.815005513440259e-002	3.045994e-001
1.815006880359287e-002	3.043271e-001
1.815008361826457e-002	3.040266e-001
1.815010401145126e-002	3.038187e-001
1.815012676122335e-002	3.039056e-001
1.815015181523462e-002	3.041803e-001
1.815018345137310e-002	3.045404e-001
1.815022697554818e-002	3.049321e-001
1.815029734644744e-002	3.052255e-001
1.815037113636380e-002	3.051371e-001
1.815044954189043e-002	3.047922e-001
1.815054926332867e-002	3.042926e-001
1.815070779000228e-002	3.035713e-001
1.845668750000203e-002	-9.984257e-001
1.846200000000000e-002	-1.021030e+000
1.846202531716551e-002	-1.023839e+000
1.846207595149653e-002	-1.027233e+000
1.846209929687409e-002	-1.027714e+000
1.846211690359764e-002	-1.027683e+000
1.846214169705593e-002	-1.027631e+000
1.846216974361336e-002	-1.027394e+000
1.846219959239336e-002	-1.027046e+000
1.846223765339053e-002	-1.026725e+000
1.846227733919829e-002	-1.026567e+000
1.846234460073812e-002	-1.026609e+000
1.846245825896446e-002	-1.027080e+000
1.846267182802037e-002	-1.028152e+000
1.846289400636537e-002	-1.029124e+000
1.846316041696847e-002	-1.030295e+000
1.846345048314845e-002	-1.031666e+000
1.846403061550843e-002	-1.033903e+000
1.846424394064865e-002	-1.034050e+000
1.846439345780248e-002	-1.034047e+000
1.846452324663567e-002	-1.034148e+000
1.846466233879174e-002	-1.034137e+000
1.846490341788001e-002	-1.033932e+000
1.846529565005300e-002	-1.032701e+000
1.846547840200657e-002	-1.031530e+000
1.846558189789646e-002	-1.031033e+000
1.846567244020821e-002	-1.030799e+000
1.846596890554341e-002	-1.029607e+000
1.846619564743524e-002	-1.028650e+000
1.846654651621635e-002	-1.027120e+000
1.846700000000000e-002	-1.024977e+000
1.846700251079102e-002	-1.024468e+000
1.846700753237307e-002	-1.023483e+000
1.846701757553716e-002	-1.021764e+000
1.846702817735928e-002	-1.020505e+000
1.846704408050469e-002	-1.019522e+000
1.846705492659918e-002	-1.019210e+000
1.846706852932023e-002	-1.018942e+000
1.846708351961780e-002	-1.018649e+000
1.846710466336909e-002	-1.018444e+000
1.846712814061122e-002	-1.018537e+000
1.846715381061660e-002	-1.018822e+000
1.846718640117432e-002	-1.019193e+000
1.846723031394021e-002	-1.019585e+000
1.846729530642872e-002	-1.019859e+000
1.846736105090514e-002	-1.019788e+000
1.846745074276763e-002	-1.019401e+000
1.846754140245438e-002	-1.018948e+000
1.846768052527092e-002	-1.018308e+000
1.876468750000204e-002	2.455089e-001
1.877000000000000e-002	2.681145e-001
1.877002532538416e-002	2.709234e-001
1.877007597615248e-002	2.743165e-001
1.877009932128160e-002	2.747973e-001
1.877011693348879e-002	2.747666e-001
1.877014172934766e-002	2.747139e-001
1.877016980044976e-002	2.744763e-001
1.877019966529103e-002	2.741282e-001
1.877023778055292e-002	2.738072e-001
1.877027750373340e-002	2.736498e-001
1.877034476224790e-002	2.736922e-001
1.877045809924162e-002	2.741628e-001
1.877067158100044e-002	2.752344e-001
1.877089362289816e-002	2.762061e-001
1.877115985601219e-002	2.773753e-001
1.877144974402589e-002	2.787461e-001
1.877202952005329e-002	2.809854e-001
1.877224277937776e-002	2.811346e-001
1.877239275069553e-002	2.811309e-001
1.877252347097540e-002	2.812310e-001
1.877266339972952e-002	2.812195e-001
1.877290838301605e-002	2.810013e-001
1.877330757668678e-002	2.797101e-001
1.877350253959526e-002	2.784866e-001
1.877360756075097e-002	2.780269e-001
1.877369260595147e-002	2.778157e-001
1.877392827066868e-002	2.768680e-001
1.877420538508205e-002	2.756859e-001
1.877460812882408e-002	2.739270e-001
1.877500000000000e-002	2.720609e-001
1.877500226133919e-002	2.715800e-001
1.877500678401755e-002	2.706716e-001
1.877501582937428e-002	2.691146e-001
1.877502920336546e-002	2.675036e-001
1.877504347397678e-002	2.666014e-001
1.877505464069842e-002	2.662938e-001
1.877506847652367e-002	2.660188e-001
1.877508351012757e-002	2.657249e-001
1.877510441363733e-002	2.655212e-001
1.877512768714113e-002	2.656144e-001
1.877515341462968e-002	2.658998e-001
1.877518600817194e-002	2.662722e-001
1.877522924864061e-002	2.666546e-001
1.877530035614974e-002	2.669326e-001
1.877537435407070e-002	2.668298e-001
1.877545363565096e-002	2.664748e-001
1.877555422724975e-002	2.659713e-001
1.877571234681946e-002	2.652549e-001
1.908200000000000e-002	-1.038052e+000
1.908700000000000e-002	-1.059325e+000
1.908702394625444e-002	-1.062073e+000
1.908707183876334e-002	-1.065442e+000
1.908709519290264e-002	-1.065977e+000
1.908711231034819e-002	-1.065973e+000
1.908713683563594e-002	-1.065953e+000
1.908716367029337e-002	-1.065750e+000
1.908719276388976e-002	-1.065405e+000
1.908722743107131e-002	-1.065084e+000
1.908726505832512e-002	-1.064903e+000
1.908733525148899e-002	-1.064907e+000
1.908747563781674e-002	-1.065465e+000
1.908770060359413e-002	-1.066583e+000
1.908793503150153e-002	-1.067599e+000
1.908822156137721e-002	-1.068868e+000
1.908853022243831e-002	-1.070303e+000
1.908914754456052e-002	-1.072296e+000
1.908937521775368e-002	-1.072247e+000
1.908950100611399e-002	-1.072322e+000
1.908958803874269e-002	-1.072474e+000
1.908968742193411e-002	-1.072465e+000
1.908980192382920e-002	-1.072397e+000
1.909001645259389e-002	-1.072166e+000
1.909024147840227e-002	-1.071403e+000
1.909038398471798e-002	-1.070410e+000
1.909047226635418e-002	-1.069861e+000
1.909066500881825e-002	-1.069135e+000
1.909080125574062e-002	-1.068594e+000
1.909092556715928e-002	-1.068076e+000
1.909112143064962e-002	-1.067262e+000
1.909151315763032e-002	-1.065554e+000
1.909200000000000e-002	-1.063345e+000
1.909200172609049e-002	-1.062979e+000
1.909200517827147e-002	-1.062251e+000
1.909201208263342e-002	-1.060908e+000
1.909202173490738e-002	-1.059402e+000
1.909203169532375e-002	-1.058425e+000
1.909204526449483e-002	-1.057781e+000
1.909205527300216e-002	-1.057536e+000
1.909206685634577e-002	-1.057285e+000
1.909207888677959e-002	-1.057006e+000
1.909209428235438e-002	-1.056763e+000
1.909211136965962e-002	-1.056718e+000
1.909212957416662e-002	-1.056855e+000
1.909218314783113e-002	-1.057466e+000
1.909220240645886e-002	-1.057693e+000
1.909222069106028e-002	-1.057881e+000
1.909223535612418e-002	-1.058001e+000
1.909225005942518e-002	-1.058091e+000
1.909226659158949e-002	-1.058161e+000
1.909229284000596e-002	-1.058211e+000
1.909232568409574e-002	-1.058188e+000
1.909237334657996e-002	-1.058045e+000
1.909242505630776e-002	-1.057814e+000
1.909253058913107e-002	-1.057282e+000
1.909266378028479e-002	-1.056677e+000
1.938968750000204e-002	2.072122e-001
1.939500000000000e-002	2.298181e-001
1.939502532725793e-002	2.326279e-001
1.939507598177377e-002	2.360207e-001
1.939509928615263e-002	2.365004e-001
1.939511688869113e-002	2.364700e-001
1.939514164780265e-002	2.364179e-001
1.939516971512320e-002	2.361805e-001
1.939519956500780e-002	2.358325e-001
1.939523767887669e-002	2.355111e-001
1.939527739078246e-002	2.353534e-001
1.939534468586313e-002	2.353953e-001
1.939545798962941e-002	2.358655e-001
1.939567139303585e-002	2.369367e-001
1.939589339139611e-002	2.379083e-001
1.939615949513264e-002	2.390769e-001
1.939644927796644e-002	2.404472e-001
1.939702884363403e-002	2.426880e-001
1.939724197117047e-002	2.428385e-001
1.939739220195609e-002	2.428342e-001
1.939752349912473e-002	2.429340e-001
1.939766394377323e-002	2.429223e-001
1.939791157782569e-002	2.426953e-001
1.939831554107926e-002	2.413653e-001
1.939852025911429e-002	2.400968e-001
1.939862722165119e-002	2.396545e-001
1.939871154831874e-002	2.394524e-001
1.939893443180969e-002	2.385492e-001
1.939919281361117e-002	2.374449e-001
1.939956916824060e-002	2.358043e-001
1.940000000000000e-002	2.337605e-001
1.940000241125122e-002	2.332434e-001
1.940000723375365e-002	2.322802e-001
1.940001687875852e-002	2.306631e-001
1.940003091646529e-002	2.290689e-001
1.940004566923992e-002	2.282276e-001
1.940005672723608e-002	2.279509e-001
1.940007144264379e-002	2.276599e-001
1.940008692518569e-002	2.273744e-001
1.940010831155831e-002	2.272195e-001
1.940013171214602e-002	2.273566e-001
1.940015743875491e-002	2.276529e-001
1.940018936918331e-002	2.280084e-001
1.940024138508412e-002	2.284319e-001
1.940031497206794e-002	2.286406e-001
1.940039173804110e-002	2.284671e-001
1.940047476332647e-002	2.280710e-001
1.940057920654618e-002	2.275541e-001
1.940074941477753e-002	2.267996e-001
1.970700000000000e-002	-1.076349e+000
1.971200000000000e-002	-1.097620e+000
1.971202393325261e-002	-1.100369e+000
1.971207179975783e-002	-1.103739e+000
1.971209512586172e-002	-1.104273e+000
1.971211222456822e-002	-1.104270e+000
1.971213672211792e-002	-1.104250e+000
1.971216348718977e-002	-1.104049e+000
1.971219253017613e-002	-1.103704e+000
1.971222706188518e-002	-1.103384e+000
1.971226460401081e-002	-1.103201e+000
1.971233492053515e-002	-1.103204e+000
1.971247555358380e-002	-1.103762e+000
1.971270025361010e-002	-1.104878e+000
1.971293494588658e-002	-1.105896e+000
1.971322161940368e-002	-1.107165e+000
1.971353054859298e-002	-1.108601e+000
1.971414840697160e-002	-1.110594e+000
1.971437596303938e-002	-1.110543e+000
1.971450164235259e-002	-1.110619e+000
1.971458853098143e-002	-1.110770e+000
1.971468778117867e-002	-1.110762e+000
1.971480210330869e-002	-1.110694e+000
1.971501668085218e-002	-1.110462e+000
1.971524176124220e-002	-1.109698e+000
1.971538435552211e-002	-1.108704e+000
1.971547261739670e-002	-1.108156e+000
1.971566519695112e-002	-1.107431e+000
1.971580120138198e-002	-1.106891e+000
1.971592544726263e-002	-1.106373e+000
1.971612107352284e-002	-1.105561e+000
1.971651232604325e-002	-1.103855e+000
1.971700000000000e-002	-1.101642e+000
1.971700258823050e-002	-1.101094e+000
1.971700776469151e-002	-1.100044e+000
1.971701811761351e-002	-1.098244e+000
1.971702850270871e-002	-1.097032e+000
1.971704465053181e-002	-1.096095e+000
1.971705504848523e-002	-1.095815e+000
1.971706866986358e-002	-1.095544e+000
1.971708344964900e-002	-1.095243e+000
1.971710376900493e-002	-1.095032e+000
1.971712646706907e-002	-1.095116e+000
1.971715149359266e-002	-1.095390e+000
1.971718311934407e-002	-1.095750e+000
1.971722620752677e-002	-1.096148e+000
1.971728957275291e-002	-1.096444e+000
1.971735589386383e-002	-1.096392e+000
1.971745122475799e-002	-1.095992e+000
1.971753923076001e-002	-1.095554e+000
1.971768276613047e-002	-1.094892e+000
2.001468749999757e-002	1.689153e-001
2.002000000000000e-002	1.915214e-001
2.002002532845056e-002	1.943301e-001
2.002007598535169e-002	1.977230e-001
2.002009933536834e-002	1.982037e-001
2.002011695083407e-002	1.981731e-001
2.002014175126507e-002	1.981201e-001
2.002016983568816e-002	1.978823e-001
2.002019971011933e-002	1.975342e-001
2.002023785361830e-002	1.972132e-001
2.002027759684383e-002	1.970560e-001
2.002034485080542e-002	1.970987e-001
2.002045802396361e-002	1.975689e-001
2.002067146402649e-002	1.986403e-001
2.002089343638104e-002	1.996117e-001
2.002115957864372e-002	2.007805e-001
2.002144937443685e-002	2.021509e-001
2.002202896602313e-002	2.043916e-001
2.002224195753396e-002	2.045416e-001
2.002239208631294e-002	2.045373e-001
2.002252323875885e-002	2.046372e-001
2.002266354925247e-002	2.046257e-001
2.002291076458968e-002	2.044008e-001
2.002331343033360e-002	2.030791e-001
2.002352021737074e-002	2.018010e-001
2.002362773776712e-002	2.013571e-001
2.002371259481936e-002	2.011525e-001
2.002393579100516e-002	2.002466e-001
2.002419379048341e-002	1.991439e-001
2.002457041637640e-002	1.975020e-001
2.002500000000000e-002	1.954641e-001
2.002500240629729e-002	1.949483e-001
2.002500721889189e-002	1.939870e-001
2.002501684408108e-002	1.923715e-001
2.002503084934208e-002	1.907773e-001
2.002504558050593e-002	1.899338e-001
2.002505664016757e-002	1.896559e-001
2.002507131483466e-002	1.893658e-001
2.002508677365666e-002	1.890799e-001
2.002510812605580e-002	1.889227e-001
2.002513151045062e-002	1.890578e-001
2.002515722295043e-002	1.893535e-001
2.002518916528931e-002	1.897097e-001
2.002524064728566e-002	1.901313e-001
2.002531390016509e-002	1.903443e-001
2.002539039385051e-002	1.901757e-001
2.002547314429395e-002	1.897825e-001
2.002557726902453e-002	1.892666e-001
2.002574653723642e-002	1.885151e-001
2.033450521547258e-002	-1.125306e+000
2.033700000000000e-002	-1.135925e+000
2.033701164789003e-002	-1.137822e+000
2.033703494367008e-002	-1.140294e+000
2.033708153523019e-002	-1.142336e+000
2.033709819285794e-002	-1.142558e+000
2.033711944325405e-002	-1.142649e+000
2.033714156367465e-002	-1.142597e+000
2.033716354459933e-002	-1.142325e+000
2.033718695336472e-002	-1.142018e+000
2.033721515760565e-002	-1.141762e+000
2.033726509487016e-002	-1.141470e+000
2.033731569462813e-002	-1.141410e+000
2.033740105605329e-002	-1.141687e+000
2.033749184523978e-002	-1.142146e+000
2.033759263566257e-002	-1.142663e+000
2.033800583702815e-002	-1.144503e+000
2.033826906809542e-002	-1.145697e+000
2.033879553022994e-002	-1.148187e+000
2.033911997159952e-002	-1.149047e+000
2.033930098990361e-002	-1.148857e+000
2.033939843393190e-002	-1.148856e+000
2.033948579792248e-002	-1.149008e+000
