time	V(vin)	V(vout)
2.846386718749998e-003	-6.907552e-001	-6.219032e-001
2.851269531249998e-003	-6.582031e-001	-6.613929e-001
2.856152343749998e-003	-6.256511e-001	-6.985438e-001
2.861035156249998e-003	-5.930989e-001	-7.332596e-001
2.865917968749998e-003	-5.605469e-001	-7.654650e-001
2.870800781249998e-003	-5.279948e-001	-7.951028e-001
2.875683593749998e-003	-4.954427e-001	-8.221323e-001
2.885449218749997e-003	-4.303385e-001	-8.682750e-001
2.895214843749997e-003	-3.652344e-001	-9.038297e-001
2.904980468749997e-003	-3.001302e-001	-9.288943e-001
2.914746093749997e-003	-2.350260e-001	-9.436905e-001
2.919628906249997e-003	-2.024740e-001	-9.473331e-001
2.924511718749997e-003	-1.699219e-001	-9.485320e-001
2.929394531249996e-003	-1.373698e-001	-9.473368e-001
2.934277343749996e-003	-1.048177e-001	-9.437999e-001
2.939160156249996e-003	-7.226563e-002	-9.379759e-001
2.944042968749996e-003	-3.971354e-002	-9.299216e-001
2.953808593749996e-003	2.539063e-002	-9.073550e-001
2.963574218749996e-003	9.049479e-002	-8.765744e-001
2.973339843749995e-003	1.555990e-001	-8.380610e-001
2.983105468749995e-003	2.207031e-001	-7.922943e-001
2.992871093749995e-003	2.858073e-001	-7.397456e-001
2.997753906249995e-003	3.183594e-001	-7.112761e-001
3.000000000000000e-003	3.333333e-001	-6.977399e-001
