time	V(triangle)	V(vin)
2.525602894822843e-003	2.935591e-001	1.000000e+000
2.525735774332539e-003	2.932100e-001	1.000000e+000
2.529767311052144e-003	2.834104e-001	1.000000e+000
2.533798847771750e-003	2.736539e-001	1.000000e+000
2.537830384491356e-003	2.639405e-001	1.000000e+000
2.541861921210961e-003	2.542702e-001	1.000000e+000
2.545893457930566e-003	2.446431e-001	1.000000e+000
2.549924994650172e-003	2.350590e-001	1.000000e+000
2.553956531369778e-003	2.255181e-001	1.000000e+000
2.583253406369779e-003	1.572408e-001	1.000000e+000
2.612550281369780e-003	9.104389e-002	1.000000e+000
2.627198718869780e-003	5.871109e-002	1.000000e+000
2.641847156369781e-003	2.687825e-002	1.000000e+000
2.656495593869782e-003	-4.462385e-003	1.000000e+000
2.671144031369782e-003	-3.531841e-002	1.000000e+000
2.685792468869783e-003	-6.569733e-002	1.000000e+000
2.715089343869784e-003	-1.250532e-001	1.000000e+000
2.744386218869785e-003	-1.825877e-001	1.000000e+000
2.788331531369787e-003	-2.655962e-001	1.000000e+000
2.832000000000001e-003	-3.444153e-001	1.000000e+000
2.837000000000001e-003	-3.532024e-001	1.000000e+000
2.837034087461261e-003	-3.552771e-001	9.863650e-001
2.837102262383779e-003	-3.575644e-001	9.590951e-001
2.837133988565548e-003	-3.577727e-001	9.464046e-001
2.837160279858220e-003	-3.576078e-001	9.358881e-001
2.837194912508381e-003	-3.573723e-001	9.220350e-001
2.837257250761331e-003	-3.569385e-001	8.970997e-001
2.837313147878993e-003	-3.567397e-001	8.747408e-001
2.837377153677099e-003	-3.567549e-001	8.491386e-001
2.837488345519917e-003	-3.569963e-001	8.046618e-001
2.837793928765637e-003	-3.577267e-001	6.824285e-001
2.838023572718637e-003	-3.582017e-001	5.905709e-001
2.838285476747051e-003	-3.585885e-001	4.858093e-001
2.838601294212501e-003	-3.587528e-001	3.594823e-001
2.838900276760663e-003	-3.588225e-001	2.398893e-001
2.839178103067616e-003	-3.588351e-001	1.287588e-001
2.839694636824914e-003	-3.586091e-001	-7.785473e-002
2.840548108752701e-003	-3.577602e-001	-4.192435e-001
2.841130002689154e-003	-3.566890e-001	-6.520011e-001
2.841161602017155e-003	-3.565588e-001	-6.646408e-001
2.841224800673158e-003	-3.562692e-001	-6.899202e-001
2.841303098215795e-003	-3.560469e-001	-7.212393e-001
2.841722491578949e-003	-3.549365e-001	-8.889967e-001
2.842000000000001e-003	-3.541304e-001	-1.000000e+000
2.842002709665521e-003	-3.537690e-001	-1.000000e+000
2.842008128996558e-003	-3.530740e-001	-1.000000e+000
2.842018967658636e-003	-3.519007e-001	-1.000000e+000
2.842033113469505e-003	-3.508959e-001	-1.000000e+000
2.842052318977890e-003	-3.502224e-001	-1.000000e+000
2.842067659597254e-003	-3.499464e-001	-1.000000e+000
2.842087951817616e-003	-3.496881e-001	-1.000000e+000
2.842112269341808e-003	-3.495583e-001	-1.000000e+000
2.842145701869716e-003	-3.496949e-001	-1.000000e+000
2.842178173801779e-003	-3.499551e-001	-1.000000e+000
2.842220260223224e-003	-3.502614e-001	-1.000000e+000
2.842286404473250e-003	-3.505096e-001	-1.000000e+000
2.842418692973300e-003	-3.504537e-001	-1.000000e+000
2.842535931644862e-003	-3.501371e-001	-1.000000e+000
2.842662889583899e-003	-3.497590e-001	-1.000000e+000
2.863965837291552e-003	-2.972274e-001	-1.000000e+000
2.885268784999204e-003	-2.457981e-001	-1.000000e+000
2.906571732706857e-003	-1.954713e-001	-1.000000e+000
2.927874680414510e-003	-1.462469e-001	-1.000000e+000
2.949177628122163e-003	-9.812485e-002	-1.000000e+000
2.970480575829815e-003	-5.110524e-002	-1.000000e+000
2.991783523537468e-003	-5.188040e-003	-1.000000e+000
3.006431961037469e-003	2.581721e-002	-1.000000e+000
3.021080398537469e-003	5.634303e-002	-1.000000e+000
3.035728836037470e-003	8.639686e-002	-1.000000e+000
3.065025711037471e-003	1.451176e-001	-1.000000e+000
3.094322586037472e-003	2.020364e-001	-1.000000e+000
3.142282409049261e-003	2.915688e-001	-1.000000e+000
3.145000000000000e-003	2.964988e-001	-1.000000e+000
3.145018184098300e-003	2.980941e-001	-9.927264e-001
3.145054552294899e-003	3.001384e-001	-9.781791e-001
3.145089858990717e-003	3.009237e-001	-9.640564e-001
3.145109502168449e-003	3.010155e-001	-9.561991e-001
3.145140839115289e-003	3.009808e-001	-9.436644e-001
3.145184527934280e-003	3.006911e-001	-9.261888e-001
3.145225230817356e-003	3.003736e-001	-9.099077e-001
3.145274841522345e-003	3.001386e-001	-8.900634e-001
3.145345280621504e-003	3.000452e-001	-8.618878e-001
3.145427633519956e-003	3.001658e-001	-8.289466e-001
3.145632743394354e-003	3.007030e-001	-7.469026e-001
3.145856116377088e-003	3.012002e-001	-6.575534e-001
3.146250110858560e-003	3.018615e-001	-4.999557e-001
3.146644811830445e-003	3.021565e-001	-3.420753e-001
3.147018554699153e-003	3.022358e-001	-1.925781e-001
3.147441334645893e-003	3.021944e-001	-2.346614e-002
3.148099658187489e-003	3.018096e-001	2.398633e-001
3.148764828908274e-003	3.009697e-001	5.059316e-001
3.149165373721591e-003	3.000361e-001	6.661495e-001
3.149421771326745e-003	2.993021e-001	7.687085e-001
3.149618071715580e-003	2.988193e-001	8.472287e-001
3.149763390388695e-003	2.984072e-001	9.053562e-001
3.150000000000000e-003	2.977177e-001	1.000000e+000
3.150002514686143e-003	2.973832e-001	1.000000e+000
3.150007544058430e-003	2.967337e-001	1.000000e+000
3.150017602803003e-003	2.956162e-001	1.000000e+000
3.150031111032408e-003	2.945993e-001	1.000000e+000
3.150049723199244e-003	2.938781e-001	1.000000e+000
3.150063833001995e-003	2.936036e-001	1.000000e+000
3.150085083612118e-003	2.933145e-001	1.000000e+000
3.150106194483976e-003	2.931760e-001	1.000000e+000
3.150145843531918e-003	2.933085e-001	1.000000e+000
3.150184165472282e-003	2.936066e-001	1.000000e+000
3.150226528532920e-003	2.939159e-001	1.000000e+000
3.150286607277201e-003	2.941414e-001	1.000000e+000
3.150406764765763e-003	2.941037e-001	1.000000e+000
3.150521296912894e-003	2.938060e-001	1.000000e+000
3.150643144114942e-003	2.934484e-001	1.000000e+000
3.150802516624062e-003	2.930476e-001	1.000000e+000
3.152162816843013e-003	2.897382e-001	1.000000e+000
3.153523117061963e-003	2.864327e-001	1.000000e+000
3.154883417280913e-003	2.831311e-001	1.000000e+000
3.156243717499863e-003	2.798333e-001	1.000000e+000
3.157604017718813e-003	2.765394e-001	1.000000e+000
3.158964317937764e-003	2.732493e-001	1.000000e+000
3.160324618156714e-003	2.699631e-001	1.000000e+000
3.194814341127162e-003	1.883041e-001	1.000000e+000
3.224111216127163e-003	1.211539e-001	1.000000e+000
3.238759653627164e-003	8.835553e-002	1.000000e+000
3.253408091127164e-003	5.606431e-002	1.000000e+000
3.268056528627165e-003	2.427239e-002	1.000000e+000
3.282704966127165e-003	-7.027949e-003	1.000000e+000
3.297353403627166e-003	-3.784430e-002	1.000000e+000
3.312001841127166e-003	-6.818416e-002	1.000000e+000
3.341298716127168e-003	-1.274637e-001	1.000000e+000
3.370595591127169e-003	-1.849243e-001	1.000000e+000
3.414540903627170e-003	-2.678260e-001	1.000000e+000
3.457000000000000e-003	-3.444195e-001	1.000000e+000
3.462000000000000e-003	-3.532023e-001	1.000000e+000
3.462034086299561e-003	-3.552770e-001	9.863655e-001
3.462102258898680e-003	-3.575640e-001	9.590964e-001
3.462133951574539e-003	-3.577725e-001	9.464194e-001
3.462160250586719e-003	-3.576079e-001	9.358998e-001
3.462194866343344e-003	-3.573725e-001	9.220535e-001
3.462256802621978e-003	-3.569404e-001	8.972790e-001
3.462312572653540e-003	-3.567405e-001	8.749709e-001
3.462376410756116e-003	-3.567542e-001	8.494357e-001
3.462487562700246e-003	-3.569943e-001	8.049749e-001
3.462792626164415e-003	-3.577239e-001	6.829495e-001
3.463021040728804e-003	-3.581967e-001	5.915837e-001
3.463283193801235e-003	-3.585859e-001	4.867225e-001
3.463598375862919e-003	-3.587521e-001	3.606496e-001
3.463897362999902e-003	-3.588217e-001	2.410548e-001
3.464176994286958e-003	-3.588337e-001	1.292023e-001
3.464709360471416e-003	-3.585995e-001	-8.374419e-002
3.465553446947461e-003	-3.577526e-001	-4.213788e-001
3.466134876961730e-003	-3.566640e-001	-6.539508e-001
3.466170937368909e-003	-3.565214e-001	-6.683750e-001
3.466243058183268e-003	-3.562124e-001	-6.972232e-001
3.466322846224435e-003	-3.559967e-001	-7.291385e-001
3.466693861906555e-003	-3.550231e-001	-8.775448e-001
3.466865427579253e-003	-3.545218e-001	-9.461710e-001
3.467000000000000e-003	-3.541264e-001	-1.000000e+000
3.467002028817853e-003	-3.538586e-001	-1.000000e+000
3.467006086453558e-003	-3.533262e-001	-1.000000e+000
3.467014201724969e-003	-3.523687e-001	-1.000000e+000
3.467027073613805e-003	-3.512514e-001	-1.000000e+000
3.467043504164094e-003	-3.504440e-001	-1.000000e+000
3.467057992210051e-003	-3.501017e-001	-1.000000e+000
3.467075788624426e-003	-3.498284e-001	-1.000000e+000
3.467094748534813e-003	-3.496283e-001	-1.000000e+000
3.467127121014615e-003	-3.495932e-001	-1.000000e+000
3.467160025896695e-003	-3.498006e-001	-1.000000e+000
3.467199518196216e-003	-3.501234e-001	-1.000000e+000
3.467243061260589e-003	-3.503852e-001	-1.000000e+000
3.467330147389335e-003	-3.505718e-001	-1.000000e+000
3.467440791093051e-003	-3.504128e-001	-1.000000e+000
3.467668483383462e-003	-3.497469e-001	-1.000000e+000
3.489624715605420e-003	-2.956261e-001	-1.000000e+000
3.511580947827379e-003	-2.426741e-001	-1.000000e+000
3.533537180049337e-003	-1.908908e-001	-1.000000e+000
3.555493412271295e-003	-1.402762e-001	-1.000000e+000
3.577449644493253e-003	-9.083035e-002	-1.000000e+000
3.599405876715211e-003	-4.255323e-002	-1.000000e+000
3.621362108937170e-003	4.555172e-003	-1.000000e+000
3.636010546437170e-003	3.540976e-002	-1.000000e+000
3.650658983937171e-003	6.578726e-002	-1.000000e+000
3.679955858937172e-003	1.251404e-001	-1.000000e+000
3.709252733937173e-003	1.826722e-001	-1.000000e+000
3.717193860231122e-003	1.979629e-001	-1.000000e+000
3.725134986525071e-003	2.131303e-001	-1.000000e+000
3.733076112819020e-003	2.281746e-001	-1.000000e+000
3.741017239112970e-003	2.430957e-001	-1.000000e+000
3.748958365406919e-003	2.578936e-001	-1.000000e+000
3.756899491700868e-003	2.725684e-001	-1.000000e+000
3.764840617994817e-003	2.871199e-001	-1.000000e+000
3.769999999999999e-003	2.965025e-001	-1.000000e+000
3.770035132976451e-003	2.985961e-001	-9.859468e-001
3.770105398929354e-003	3.008832e-001	-9.578404e-001
3.770137394750864e-003	3.010731e-001	-9.450421e-001
3.770164139969627e-003	3.008952e-001	-9.343440e-001
3.770199255474539e-003	3.006524e-001	-9.202978e-001
3.770260618264005e-003	3.002373e-001	-8.957527e-001
3.770318241814992e-003	3.000501e-001	-8.727033e-001
3.770382994526178e-003	3.000796e-001	-8.468022e-001
3.770489842809130e-003	3.003240e-001	-8.040629e-001
3.770797540764122e-003	3.010784e-001	-6.809837e-001
3.771051208941860e-003	3.016120e-001	-5.795164e-001
3.771314675118039e-003	3.019925e-001	-4.741299e-001
3.771639498032432e-003	3.021539e-001	-3.442008e-001
3.771901577655333e-003	3.022328e-001	-2.393689e-001
3.772172042385991e-003	3.022724e-001	-1.311830e-001
3.772546210355421e-003	3.021652e-001	1.848414e-002
3.773225662950599e-003	3.016852e-001	2.902652e-001
3.773927052610204e-003	3.005683e-001	5.708210e-001
3.774393899933505e-003	2.992932e-001	7.575600e-001
3.774443857323924e-003	2.991889e-001	7.775429e-001
3.774543772104762e-003	2.990195e-001	8.175088e-001
3.774798723227543e-003	2.983051e-001	9.194893e-001
3.775000000000001e-003	2.977013e-001	1.000000e+000
3.775002367060985e-003	2.973920e-001	1.000000e+000
3.775007101182955e-003	2.967854e-001	1.000000e+000
3.775016569426892e-003	2.957216e-001	1.000000e+000
3.775029671002747e-003	2.946917e-001	1.000000e+000
3.775047888351981e-003	2.939256e-001	1.000000e+000
3.775062172565869e-003	2.936286e-001	1.000000e+000
3.775083934613125e-003	2.933261e-001	1.000000e+000
3.775103800073143e-003	2.931839e-001	1.000000e+000
3.775143530993182e-003	2.932953e-001	1.000000e+000
3.775185895414786e-003	2.936194e-001	1.000000e+000
3.775227289371316e-003	2.939220e-001	1.000000e+000
3.775286035033567e-003	2.941428e-001	1.000000e+000
3.775403526358070e-003	2.941106e-001	1.000000e+000
3.775518724473589e-003	2.938130e-001	1.000000e+000
3.775640525177711e-003	2.934552e-001	1.000000e+000
3.775796476359497e-003	2.930621e-001	1.000000e+000
3.777118411446675e-003	2.898460e-001	1.000000e+000
3.778440346533853e-003	2.866335e-001	1.000000e+000
3.779762281621032e-003	2.834247e-001	1.000000e+000
3.781084216708210e-003	2.802195e-001	1.000000e+000
3.782406151795389e-003	2.770179e-001	1.000000e+000
3.783728086882567e-003	2.738199e-001	1.000000e+000
3.785050021969745e-003	2.706256e-001	1.000000e+000
3.819834922985611e-003	1.882560e-001	1.000000e+000
3.849131797985612e-003	1.211073e-001	1.000000e+000
3.863780235485613e-003	8.830965e-002	1.000000e+000
3.878428672985613e-003	5.601913e-002	1.000000e+000
3.893077110485614e-003	2.422791e-002	1.000000e+000
3.907725547985614e-003	-7.071743e-003	1.000000e+000
3.922373985485615e-003	-3.788742e-002	1.000000e+000
3.937022422985615e-003	-6.822661e-002	1.000000e+000
3.966319297985617e-003	-1.275049e-001	1.000000e+000
3.995616172985618e-003	-1.849642e-001	1.000000e+000
4.039561485485619e-003	-2.678640e-001	1.000000e+000
4.082000000000001e-003	-3.444196e-001	1.000000e+000
4.087000000000000e-003	-3.532017e-001	1.000000e+000
4.087034078378333e-003	-3.552766e-001	9.863687e-001
4.087102235134999e-003	-3.575641e-001	9.591060e-001
4.087133927160104e-003	-3.577726e-001	9.464291e-001
4.087160217189353e-003	-3.576082e-001	9.359131e-001
4.087194826198761e-003	-3.573729e-001	9.220695e-001
4.087256810504827e-003	-3.569405e-001	8.972758e-001
4.087312556331695e-003	-3.567407e-001	8.749775e-001
4.087376388903170e-003	-3.567543e-001	8.494444e-001
4.087487592782923e-003	-3.569945e-001	8.049629e-001
4.087792717571663e-003	-3.577242e-001	6.829129e-001
4.088020797837237e-003	-3.581964e-001	5.916809e-001
4.088282914868352e-003	-3.585857e-001	4.868340e-001
4.088598164735998e-003	-3.587522e-001	3.607341e-001
4.088897250812153e-003	-3.588218e-001	2.410997e-001
4.089177188427310e-003	-3.588336e-001	1.291246e-001
4.089711902134044e-003	-3.585979e-001	-8.476085e-002
4.090555019070814e-003	-3.577507e-001	-4.220076e-001
4.091135235124560e-003	-3.566615e-001	-6.540940e-001
4.091171876060472e-003	-3.565175e-001	-6.687504e-001
4.091245157932296e-003	-3.562063e-001	-6.980632e-001
4.091325290081755e-003	-3.559909e-001	-7.301160e-001
4.091689430412306e-003	-3.550369e-001	-8.757722e-001
4.091890267811593e-003	-3.544485e-001	-9.561071e-001
4.092000000000000e-003	-3.541274e-001	-1.000000e+000
4.092001915345743e-003	-3.538733e-001	-1.000000e+000
4.092005746037231e-003	-3.533659e-001	-1.000000e+000
4.092013407420206e-003	-3.524432e-001	-1.000000e+000
4.092025391112706e-003	-3.513640e-001	-1.000000e+000
4.092042021345074e-003	-3.504964e-001	-1.000000e+000
4.092056586621748e-003	-3.501281e-001	-1.000000e+000
4.092073721315979e-003	-3.498583e-001	-1.000000e+000
4.092092440737726e-003	-3.496459e-001	-1.000000e+000
4.092123481189581e-003	-3.495786e-001	-1.000000e+000
4.092155384675505e-003	-3.497640e-001	-1.000000e+000
4.092191352252767e-003	-3.500607e-001	-1.000000e+000
4.092234180472314e-003	-3.503355e-001	-1.000000e+000
4.092319836911409e-003	-3.505586e-001	-1.000000e+000
4.092438836305046e-003	-3.504175e-001	-1.000000e+000
4.092667260614148e-003	-3.497500e-001	-1.000000e+000
4.128112529971417e-003	-2.629366e-001	-1.000000e+000
4.157409404971418e-003	-1.934963e-001	-1.000000e+000
4.186706279971419e-003	-1.261868e-001	-1.000000e+000
4.201354717471420e-003	-9.331058e-002	-1.000000e+000
4.216003154971421e-003	-6.094274e-002	-1.000000e+000
4.230651592471421e-003	-2.907539e-002	-1.000000e+000
4.245300029971422e-003	2.299219e-003	-1.000000e+000
4.259948467471422e-003	3.318869e-002	-1.000000e+000
4.274596904971423e-003	6.360054e-002	-1.000000e+000
4.303893779971424e-003	1.230208e-001	-1.000000e+000
4.333190654971425e-003	1.806176e-001	-1.000000e+000
4.341306275689793e-003	1.962575e-001	-1.000000e+000
4.349421896408160e-003	2.117694e-001	-1.000000e+000
4.357537517126528e-003	2.271535e-001	-1.000000e+000
4.365653137844897e-003	2.424097e-001	-1.000000e+000
4.373768758563264e-003	2.575380e-001	-1.000000e+000
4.381884379281632e-003	2.725385e-001	-1.000000e+000
4.390000000000000e-003	2.874110e-001	-1.000000e+000
4.395000000000000e-003	2.965034e-001	-1.000000e+000
4.395034156648464e-003	2.985779e-001	-9.863374e-001
4.395102469945393e-003	3.008660e-001	-9.590120e-001
4.395134230210148e-003	3.010756e-001	-9.463079e-001
4.395160613221311e-003	3.009115e-001	-9.357547e-001
4.395195332580931e-003	3.006768e-001	-9.218670e-001
4.395257467409913e-003	3.002490e-001	-8.970130e-001
4.395313727677420e-003	3.000539e-001	-8.745089e-001
4.395377933604727e-003	3.000741e-001	-8.488266e-001
4.395488694038750e-003	3.003220e-001	-8.045224e-001
4.395794018871987e-003	3.010704e-001	-6.823925e-001
4.396028461961113e-003	3.015685e-001	-5.886152e-001
4.396290608714147e-003	3.019674e-001	-4.837565e-001
4.396606535448848e-003	3.021463e-001	-3.573858e-001
4.396904722574034e-003	3.022341e-001	-2.381110e-001
4.397178103063800e-003	3.022648e-001	-1.287588e-001
4.397662279557298e-003	3.020755e-001	6.491182e-002
4.398630632544292e-003	3.011540e-001	4.522530e-001
4.399116336707046e-003	3.001671e-001	6.465347e-001
4.399372399534328e-003	2.994185e-001	7.489598e-001
4.399487874345435e-003	2.991310e-001	7.951497e-001
4.399634281101407e-003	2.987800e-001	8.537124e-001
4.399795210671745e-003	2.983137e-001	9.180843e-001
4.400000000000001e-003	2.977097e-001	1.000000e+000
4.400002360447998e-003	2.973940e-001	1.000000e+000
4.400007081343990e-003	2.967786e-001	1.000000e+000
4.400016523135973e-003	2.957106e-001	1.000000e+000
4.400029838179009e-003	2.946714e-001	1.000000e+000
4.400048033565198e-003	2.939225e-001	1.000000e+000
4.400062117899969e-003	2.936340e-001	1.000000e+000
4.400083474674466e-003	2.933322e-001	1.000000e+000
4.400103629197663e-003	2.931853e-001	1.000000e+000
4.400143938244059e-003	2.932991e-001	1.000000e+000
4.400186959544831e-003	2.936282e-001	1.000000e+000
4.400227854963770e-003	2.939250e-001	1.000000e+000
4.400287975397797e-003	2.941450e-001	1.000000e+000
4.400408216265851e-003	2.941010e-001	1.000000e+000
4.400522875630988e-003	2.938009e-001	1.000000e+000
4.400644924522263e-003	2.934433e-001	1.000000e+000
4.400803824671153e-003	2.930442e-001	1.000000e+000
4.402134471554233e-003	2.898070e-001	1.000000e+000
4.403465118437313e-003	2.865734e-001	1.000000e+000
4.404795765320393e-003	2.833434e-001	1.000000e+000
4.406126412203474e-003	2.801170e-001	1.000000e+000
4.407457059086554e-003	2.768942e-001	1.000000e+000
4.408787705969635e-003	2.736750e-001	1.000000e+000
4.410118352852715e-003	2.704595e-001	1.000000e+000
4.443389424089370e-003	1.916236e-001	1.000000e+000
4.472686299089371e-003	1.243716e-001	1.000000e+000
4.487334736589372e-003	9.152343e-002	1.000000e+000
4.501983174089373e-003	5.918323e-002	1.000000e+000
4.516631611589373e-003	2.734308e-002	1.000000e+000
4.531280049089374e-003	-4.004742e-003	1.000000e+000
4.545928486589374e-003	-3.486785e-002	1.000000e+000
4.560576924089375e-003	-6.525373e-002	1.000000e+000
4.589873799089376e-003	-1.246232e-001	1.000000e+000
4.619170674089377e-003	-1.821709e-001	1.000000e+000
4.663115986589379e-003	-2.651984e-001	1.000000e+000
4.708585263948031e-003	-3.472115e-001	1.000000e+000
4.712000000000001e-003	-3.532020e-001	1.000000e+000
4.712023038997941e-003	-3.549889e-001	9.907844e-001
4.712069116993824e-003	-3.571901e-001	9.723532e-001
4.712100503354107e-003	-3.577077e-001	9.597986e-001
4.712122179084488e-003	-3.577202e-001	9.511284e-001
4.712153315607830e-003	-3.576151e-001	9.386737e-001
4.712206429212473e-003	-3.572270e-001	9.174283e-001
4.712257636773447e-003	-3.568912e-001	8.969453e-001
4.712307560931122e-003	-3.567552e-001	8.769757e-001
4.712407409246470e-003	-3.568091e-001	8.370363e-001
4.712498141193261e-003	-3.570220e-001	8.007435e-001
4.712728097734332e-003	-3.575865e-001	7.087609e-001
4.712972367963121e-003	-3.580639e-001	6.110528e-001
4.713460908420701e-003	-3.586645e-001	4.156366e-001
4.713828685192968e-003	-3.587925e-001	2.685259e-001
4.714096135617249e-003	-3.588492e-001	1.615458e-001
4.714330587828700e-003	-3.588392e-001	6.776487e-002
4.714572828321852e-003	-3.587397e-001	-2.913133e-002
4.714835410635632e-003	-3.585985e-001	-1.341643e-001
4.715244149092411e-003	-3.582109e-001	-2.976596e-001
4.715986701690954e-003	-3.571510e-001	-5.946807e-001
4.716054304578835e-003	-3.568121e-001	-6.217218e-001
4.716118677875828e-003	-3.565715e-001	-6.474711e-001
4.716189656716828e-003	-3.563711e-001	-6.758627e-001
4.717000000000001e-003	-3.541151e-001	-1.000000e+000
4.717002499647240e-003	-3.537834e-001	-1.000000e+000
4.717007498941720e-003	-3.531399e-001	-1.000000e+000
4.717017497530680e-003	-3.520333e-001	-1.000000e+000
4.717031153498764e-003	-3.510081e-001	-1.000000e+000
4.717049957460504e-003	-3.502782e-001	-1.000000e+000
4.717064180438402e-003	-3.499998e-001	-1.000000e+000
4.717085600162882e-003	-3.497088e-001	-1.000000e+000
4.717106944740059e-003	-3.495717e-001	-1.000000e+000
4.717146459504114e-003	-3.497069e-001	-1.000000e+000
4.717184085625478e-003	-3.499984e-001	-1.000000e+000
4.717226730998798e-003	-3.503063e-001	-1.000000e+000
4.717287383461029e-003	-3.505282e-001	-1.000000e+000
4.717408688385490e-003	-3.504789e-001	-1.000000e+000
4.717522418517969e-003	-3.501753e-001	-1.000000e+000
4.717645005981996e-003	-3.498085e-001	-1.000000e+000
4.717805009234639e-003	-3.493970e-001	-1.000000e+000
4.719187394847757e-003	-3.459510e-001	-1.000000e+000
4.720569780460873e-003	-3.425092e-001	-1.000000e+000
4.721952166073990e-003	-3.390717e-001	-1.000000e+000
4.723334551687108e-003	-3.356383e-001	-1.000000e+000
4.724716937300225e-003	-3.322091e-001	-1.000000e+000
4.726099322913341e-003	-3.287842e-001	-1.000000e+000
4.727481708526458e-003	-3.253634e-001	-1.000000e+000
4.762627513775283e-003	-2.401464e-001	-1.000000e+000
4.791924388775284e-003	-1.714054e-001	-1.000000e+000
4.821221263775285e-003	-1.047738e-001	-1.000000e+000
4.835869701275286e-003	-7.222868e-002	-1.000000e+000
4.850518138775286e-003	-4.018682e-002	-1.000000e+000
4.865166576275287e-003	-8.640404e-003	-1.000000e+000
4.879815013775287e-003	2.241822e-002	-1.000000e+000
4.894463451275288e-003	5.299661e-002	-1.000000e+000
4.909111888775289e-003	8.310217e-002	-1.000000e+000
4.938408763775290e-003	1.419240e-001	-1.000000e+000
4.967705638775291e-003	1.989408e-001	-1.000000e+000
4.997002513775292e-003	2.542922e-001	-1.000000e+000
4.999999999999999e-003	2.598656e-001	-1.000000e+000
